cast,genres,movie_id,original_title,plot
"['Luke Perry', 'Anna Claire Sneed', 'Leonor Varela']",['Drama'],248402,A Fine Step,"A Fine Step is an uplifting family drama centering on Cal Masterson (Luke Perry, Beverly Hills 90210) an award winning horseman whose relationship with his beloved horse Fandango allows him to achieve multiple championship wins. However tragedy strikes when Cal and Fandango are involved in a serious accident, ending Cal's horse riding days forever. Cal's devastation is slowly overcome when his new neighbour, 14 year old Claire Mason (Anna Claire Sneed, Glee) takes an interest in Fandango and convinces him that Fandango's competing days might not be over. "
"['Cliff Robertson', 'Claire Bloom', 'Lilia Skala']","['Drama', 'Romance', 'Science Fiction']",29146,Charly,An experiment on a simpleton turns him into a genius. When he discovers what has been done to him he struggles with whether or not what was done to his was right. 
"['Ted Levine', 'Katia Winter', 'Michael McMillian']","['Horror', 'Thriller']",207769,Banshee Chapter,"On the trail of a missing friend who had been experimenting with mind-altering drugs, a young journalist - aided by a rogue counter-culture writer, The Silence of The Lambs -- finds herself drawn into the dangerous world of top-secret government chemical research and the mystery of a disturbing radio signal of unknown origin. A fast-paced thriller blending fact and fiction, Banshee Chapter is based on real documents, actual test subject testimony, and uncovered secrets about covert programs run by the CIA. "
"['Britt Robertson', 'Christian Slater', 'Justin Long']","['Drama', 'Mystery', 'Thriller']",271185,Ask Me Anything,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge. "
"['Kevin Daniels', 'Michael Boatman', 'Jeremy Gumbs']","['Comedy', 'Romance']",29731,And Then Came Love,"Successful New York journalist and single mom Julie Davidson's (Vanessa Williams) six-year old son Jake (Jeremy Gumbs) is acting up, so she finds his sperm-donor father Paul Cooper (Kevin Daniels), who's a struggling actor and law-school drop-out. "
[],['Documentary'],292539,Food Chains, 
"['Marlon Brando', 'Karl Malden', 'Lee J. Cobb']","['Crime', 'Drama']",654,On the Waterfront,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers. "
"['Krysten Ritter', 'Kate Bosworth', 'Rachel Bilson']",['Comedy'],91070,L!fe Happens,"A comedy centered on two best friends, Kim and Deena, who fight to maintain normalcy in their lives after Kim gets pregnant and has a baby. "
"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov']",['Drama'],2009,"4 luni, 3 săptămîni și 2 zile","Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion. "
"['Nick Frangione', 'Artem Mishin', 'Jan Cornet']",['Horror'],323270,The Horror Network Vol. 1,"Serial killers, ghostly phone calls, inner demons, otherworld monsters and creepy stalkers collide in this frightening anthology. Six of horror's most promising new directing talents join forces to pay homage to classic horror in the tradition of ""Creepshow"", ""Tales From the Crypt"", ""Tales From the Darkside"", and ""Trilogy of Terror,"" and weave an unforgettable, disturbing tapestry of terror. "
"['Patrick Wilson', 'Ellen Page', 'Sandra Oh']","['Drama', 'Thriller']",2652,Hard Candy,"A mature 14-year old girl meets a charming 32-year old photographer on the Internet. Suspecting that he is a pedophile, she goes to his home in an attempt to expose him. "
"['Elisha Cuthbert', 'Camilla Belle', 'Edie Falco']","['Drama', 'Thriller']",9813,The Quiet,"After her widowed father dies, deaf teenager Dot moves in with her godparents, Olivia and Paul Deer. The Deers' daughter, Nina, is openly hostile to Dot, but that does not prevent her from telling her secrets to her silent stepsister, including the fact that she wants to kill her lecherous father. "
"['Nikohl Boosheri', 'Sarah Kazemy', 'Reza Sixo Safai']",['Drama'],60421,Circumstance,A wealthy Iranian family struggles to contain a teenager's growing sexual rebellion and her brother's dangerous obsession 
"['Michael B. Jordan', 'Octavia Spencer', 'Melonie Diaz']",['Drama'],157354,Fruitvale Station,"The true story of Oscar, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008. "
"['Juno Temple', 'Michael Angarano', 'Alexis Bledel']","['Comedy', 'Fantasy', 'Thriller']",127867,The Brass Teapot,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go. "
"['Donnie Dunagan', 'Peter Behn', 'Stan Alexander']","['Animation', 'Drama', 'Family']",3170,Bambi,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends. "
"['Adam Carolla', 'Oswaldo Castillo', 'Harold House Moore']",['Comedy'],14014,The Hammer,"Approaching forty, Ferro is unsatisfied with his life as a construction worker and part-time boxing instructor in Los Angeles, CA. After a successful bout with a young pro boxer, Ferro decides to don the gloves one last time. The movie recounts his unlikely quest for Olympic gold. "
"['Steve Sandvoss', 'Wes Ramsey', 'Jacqueline Bisset']","['Drama', 'Comedy', 'Romance']",15708,Latter Days,Aaron Davis (Steve Sandvoss) and Christian Markelli (Wes Ramsey) are the two most opposite people in the world. Aaron is a young Elder (or a Mormon missionary) who wants to do his family proud and is quite passionate about his religion and film. Christian is a shallow WeHo waiter/party boy who only looks forward to bedding a new guy every night. 
"['Stana Roumillac', 'Vincent Byrd Le Sage', 'Christophe Cherki']",['Drama'],146882,Le bonheur d'Elza,A young Parisian woman of Caribbean descent returns to her native island of Guadeloupe looking for the father she has never known. 
"['Bokeem Woodbine', 'Sharon Leal', 'Wayne Brady']",['Drama'],215918,1982,"1982, a film inspired by true events at the onset of the crack epidemic in Philadelphia, tells the story of a father and his efforts to protect his gifted daughter from the insidious epidemic which has literally come home via her drug-addicted mother. As his wife becomes more distant and unreliable, he struggles to raise his daughter on his own, while still striving to help his wife become clean. In the process, he learns some hard truths about his marriage and his life, which will ultimately test him as a parent, a husband, and a man "
"['Ari Graynor', 'Lauren Miller', 'Mark Webber']",['Comedy'],84200,"For a Good Time, Call...","College ""frenemies"" Lauren and Katie move in together after losing a relationship and rent control, respectively. Sharing Katie's late grandmother's apartment in New York City, the girls bicker with each other until one fateful night, when Katie's noisy bedroom activities make Lauren barge in and discover a dirty little secret. This revelation brings them closer together, and Lauren (the brains) and Katie (the talent) concoct a wildly successful business venture. As profits swell, the girls reevaluate their hopes and dreams and realize that just because someone pees in your hair in college doesn't mean she won't be your best friend 10 years later. "
"['Rashida Jones', 'Andy Samberg', 'Elijah Wood']","['Comedy', 'Drama', 'Romance']",84184,Celeste & Jesse Forever,"Celeste and Jesse met in high school and got married young. They laugh at the same jokes and finish each other’s sentences. They are forever linked in their friends’ minds as the perfect couple – she, a high-powered businesswoman and budding novelist; he, a free spirit who keeps things from getting boring. Their only problem is that they have decided to get divorced. Can their perfect relationship withstand this minor setback? "
"['D. David Morin', 'Gavin MacLeod', 'Hal Linden']","['Comedy', 'Drama', 'Family']",45767,Time Changer,"The year is 1890 and Bible professor Russell Carlisle has written a new manuscript entitled ""The Changing Times"". His colleague, Dr. Norris Anderson, believes that what Carlisle has written could greatly affect the future of coming generations and, using his secret time machine, Anderson sends Carlisle over 100 years into the future, offering him a glimpse of where his beliefs will lead. "
"['Georgia Groome', 'Johnny Harris', 'Sam Spruell']","['Crime', 'Drama', 'Thriller']",14823,London to Brighton,"It's 3:07am and two girls burst into a run down London toilet. Joanne is crying her eyes out and her clothing is ripped. Kelly's face is bruised and starting to swell. Duncan Allen lies in his bathroom bleeding to death. Duncan's son, Stuart, has found his father and wants answers. Derek, Kelly's pimp, needs to find Kelly or it will be him who pays. "
"['Stephen Dorff', 'Eddie Griffin', 'Bill Billions']","['Action', 'Comedy', 'Science Fiction']",367551,American Hero,"Melvin, a reluctant hero who is far from super, has been suppressing his telekinetic powers for years with booze, drugs, and women. In the process, he has failed at practically everything, most of all as a parent to his son. After a brush with death, Melvin decides to use his powers for good and clean up the streets of New Orleans with the help of his best friend/definitely-not-a-sidekick, Lucille. For a man who can do the impossible, it might be a fight even he can’t win. "
"['Samaire Armstrong', 'Anna Gurji', 'Matt Cohen']","['Thriller', 'Mystery']",343409,Windsor Drive,"River Miller, a mentally unstable actor haunted by the past, moves to Hollywood to start his life over, only to find his inner demons are inescapable. "
"['Leila Hatami', 'Kimia Hosseini', 'Merila Zarei']",['Drama'],60243,جدایی نادر از سیمین,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease. 
"['Stephen McCole', 'Malcolm Shields', 'Andrew Neil']","['Comedy', 'Drama', 'Thriller']",57294,Crying with Laughter,"Powerfully redemptive and darkly comedic revenge thriller set in the vicious world of stand-up comedy, starring Stephen McCole and Malcolm Shields. "
"['Heather Matarazzo', 'Victoria Davis', 'Christina Brucato']","['Comedy', 'Drama']",11446,Welcome to the Dollhouse,An unattractive 7th grader struggles to cope with suburban life as the middle child with un-attentive parents and bullies at school. 
"['Ashley Judd', 'Todd Field', 'Bentley Mitchum']","['Drama', 'Romance']",47889,Ruby in Paradise,"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past. "
"['Victor Rasuk', 'Judy Marte', 'Melonie Diaz']","['Drama', 'Romance']",25461,Raising Victor Vargas,"The film follows Victor, a Lower East Side teenager, as he deals with his eccentric family, including his strict grandmother, his bratty sister, and a younger brother who completely idolizes him. Along the way he tries to win the affections of Judy, who is very careful and calculating when it comes to how she deals with men. "
"['Louise Brooks', 'Fritz Kortner', 'Francis Lederer']","['Drama', 'Thriller', 'Romance']",905,Die Büchse der Pandora,The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her. 
[],[],279759,Harrison Montgomery,Film from Daniel Davila 
"['Norma Aleandro', 'Norma Argentina ', 'Marcos Mundstock']","['Drama', 'Foreign']",78705,Cama adentro,"Buenos Aires is in a deep recession. As the money runs out, the relationship between an employer and her live-in maid changes dramatically. "
"['Kevin Pollak', 'Timothy Hutton', 'Sheryl Lee Ralph']","['Action', 'Drama', 'Mystery']",25212,Deterrence,The President of the United States must deal with an international military crisis while confined to a Colorado diner during a freak snowstorm. 
"['Emile Hirsch', 'Tom Guiry', 'Richard Jenkins']",['Drama'],26899,The Mudge Boy,"Duncan Mudge, mid-teens, lives apart from his rural world populated by his distant father and rough local kids. His main companionship is a chicken left after his mother's death until the neighbor's son befriends him. "
"['Devon Gummersall', 'Arly Jover', 'Eion Bailey']",['Drama'],146269,The Young Unknowns,"Charlie, his sexy girlfriend, and his moronic best friend drink, drug, and self-destruct over the course of one day at Charlie's father home in Los Angeles. "
"['Shane Dawson', 'Cherami Leigh', 'Drew Monson']",['Comedy'],292483,Not Cool,"NOT COOL follows former prom king and college freshman Scott (Shane Dawson) who has just returned home for Thanksgiving break only to be dumped by his eccentric, long-term girlfriend. With his world turned upside down, Scott strikes an unlikely friendship with former classmate Tori (Cherami Leigh), an ugly duckling who blossomed in her first semester of college. Together, the two embark on an outrageous adventure through their hometown. But when Scott and Tori find their friendship turning into something deeper, they realize that a few months away may have changed them more than they realized. "
"['Charlotte Frogner', 'Stig Frode Henriksen', 'Vegar Hoel']","['Horror', 'Comedy']",14451,Død snø,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die. 
"['Larry Bagby', 'Alexander Polinsky', 'Kirby Heyborne']","['Action', 'Adventure', 'Drama']",10105,Saints and Soldiers,Five American soldiers fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre. 
"['Brandon Bales', 'Brandy Maasch', 'Julie Mintz']","['Horror', 'Science Fiction']",211557,Vessel,"Vessel is the story of the passengers of Flight 298, a red-eye on its way from Boston to San Francisco. Midway through the flight the passengers encounter an otherworldly force and are subsequently thrown into a fight for their lives. The story focuses on Danny (an everyday traveler), Emma (a flight attendant), Chloe (an unattended underage passenger) and Jim and Murray (the two pilots). Written by Anonymous "
"['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat']","['Comedy', 'Drama']",838,American Graffiti,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college. 
['Shereef Akeel'],['Documentary'],40862,Iraq for Sale: The War Profiteers,"Documentary portraying the actions of U.S. corporate contractors in the U.S.-Iraq war. Interviews with employees and former employees of such companies as Halliburton, CACI, and KBR suggest that government cronyism is behind apparent ""sweetheart"" deals that give such contractors enormous freedom to profit from supplying support and material to American troops while providing little oversight. Survivors of employees who were killed discuss the claim that the companies cared more for profit than for the welfare of their own workers, and soldiers indicate that the quality of services provided is sub-standard and severely in contradiction to the comparatively huge profits being generated. Also depicted are the unsuccessful attempts by the filmmakers to get company spokesmen to respond to the charges made by the interviewees. "
"['Dana Snyder', 'Carey Means', 'Dave Willis']","['Animation', 'Comedy']",13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,"An action epic that explores the origins of the Aqua Teen Hunger Force (better known as Master Shake, Frylock, and Meatwad,) who somehow become pitted in a battle over an immortal piece of exercise equipment. "
"['Aubrey Plaza', 'Mark Duplass', 'Jake Johnson']","['Comedy', 'Romance', 'Science Fiction']",84332,Safety Not Guaranteed,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel. 
"['Kevin Hart', ""Na'im Lynn""]","['Comedy', 'Documentary']",74510,Kevin Hart: Laugh at My Pain,Experience the show that quickly became a national phenomenon. Get an up-close and personal look at Kevin Hart back in Philly where he began his journey to become one of the funniest comedians of all time. You will laugh 'til it hurts! 
"['Neil Maskell', 'MyAnna Buring', 'Harry Simpson']","['Horror', 'Thriller', 'Crime']",74725,Kill List,"Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness. "
"['Sara Paxton', 'Pat Healy', 'Kelly McGillis']","['Horror', 'Thriller']",58428,The Innkeepers,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay. "
"['Jean-Louis Trintignant', 'Stefania Sandrelli', 'Gastone Moschin']",['Drama'],8416,Il conformista,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident. "
"['Dylan Haggerty', 'Renee Faia', 'Dennis Lau']","['Drama', 'Thriller']",36584,Interview with the Assassin,"Out of work TV cameraman Ron Kobelski is approached by his formerly reclusive neighbor Walter Ohlinger. Ohlinger claims that he was the mysterious ""second gunman"" that shot and killed President Kennedy. Ohlinger has kept quiet all these years, but has decided to tell his story now that he has been diagnosed with terminal cancer. Kobelski is skeptical of his neighbor's story, after his investigations provide ambiguous answers. His attitude changes, however, after he receives threatening messages on his answering machine, and spots shadowy figures in his backyard. Is Ohlinger telling the truth? Or is there a bigger conspiracy at work? "
"['Nichola Burley', 'Sian Breckin', 'Jaime Winstone']","['Horror', 'Drama', 'Thriller']",13429,Donkey Punch,"Three hot girls, four guys, and one mega-swanky yacht collide for a serious night of drugs and sexual deviancy. One debaucherous act goes too far though, turning this teen joy ride into a weekend of bloody bedlam. "
"['Amber Heard', 'Anson Mount', 'Michael Welch']","['Horror', 'Mystery', 'Thriller']",9022,All the Boys Love Mandy Lane,"Beautiful Mandy Lane isn't a party girl but, when classmate Chloe invites the Texas high school student to a bash in the countryside, she reluctantly accepts. After hitching a ride with a vaguely scary older man, the teens arrive at their destination. Partying ensues, and Mandy's close pal, Emmet, keeps a watchful eye on the young males making a play for Mandy. Then two of the students are murdered. "
"['Sarah Farooqui', 'Chris Ivan Cevic', 'Alex Petrovitch']",['Horror'],22530,Bled,"Sai, a young artist living in a downtown warehouse delves into an ancient world of blood and lust. An enigmatic foreigner seduces her to try a long forgotten drug making her the prey of a dimensional vampire who needs her new found hunger for blood to cross over from his world to hers. "
"['Gary Cooper', 'Grace Kelly', 'Thomas Mitchell']",['Western'],288,High Noon,High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann. 
"['William Gates', 'Arthur Agee', 'Steve James']",['Documentary'],14275,Hoop Dreams,"This documentary follows two inner-city Chicago residents, Arthur Agee and William Gates, as they follow their dreams of becoming basketball superstars. Beginning at the start of their high school years, and ending almost 5 years later, as they start college, we watch the boys mature into men, still retaining their ""Hoop Dreams"". "
"['Christopher Toler', 'Tommy the Clown', 'Miss Prissy']",['Documentary'],2287,Rize,"A documentary film that highlights two street derived dance styles, Clowing and Krumping, that came out of the low income neighborhoods of L.A.. Director David LaChapelle interviews each dance crew about how their unique dances evolved. A new and positive activity away from the drugs, guns, and gangs that ruled their neighborhood. A raw film about a growing sub-culture movements in America. "
"['Paul Dano', 'Bruce Altman', 'Brian Cox']",['Drama'],18734,L.I.E. Long Island Expressway,"In this biting and disturbing coming-of-age tale from writer-director Michael Cuesta, life is bittersweet along the L.I.E., also known as the Long Island Expressway, as suburban teen Howie Blitzer learns all too clearly. In the space of a week, he loses nearly everything and everyone he knows and is left to navigate his adolescence virtually unsupervised. "
"['Kara Hayward', 'Georgie Henley', 'Olivia DeJonge']","['Mystery', 'Drama', 'Thriller']",206197,The Sisterhood of Night,"When a teenage girl says she's the victim of a secret network called The Sisterhood of Night, a quiet suburban town becomes the backdrop for a modern-day Salem witch trial. "
"[""Julie 'Jules' Urich"", 'Missy Yager', 'Wesley Jonathan']","['Crime', 'Drama', 'Music']",26837,B-Girl,"A young female breakdancer, Angel, moves to Los Angeles after an attack by an ex-boyfriend nearly ends her dance career forever. B-Girl follows Angel through recovery and acceptance of a new life as she busts a move into the male-centric world of underground hip hop. "
"['Ryan Gosling', 'Jeff Lima', 'Shareeka Epps']",['Drama'],7859,Half Nelson,"Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope. "
"['Valerie Red-Horse', 'Yvonne Russo', 'Irene Bedard']",['Drama'],302579,Naturally Native,"Naturally Native follows the lives, loves, pain, joy and relationships of three sisters as they attempt to start their own business. Of American Indian ancestry, but adopted by white foster parents as young children, each sister has her own identity issues and each has chosen a very different career path. Now dedicated to starting a Native cosmetic business, they attempt to overcome obstacles both in the business world and in the home. A touching love story of family and culture, Naturally Native also interweaves a subtle, but strong wake-up call regarding the treatment of Native people in corporate America. Naturally Native also provides some insight into tribal infrastructure and gaming issues. "
"['Christopher Scott Cherot', 'Chenoa Maxwell', 'Tammi Katherine Jones']","['Action', 'Comedy', 'Romance']",51955,Hav Plenty,"Lee Plenty is an almost broke would-be novelist and Havilland Savage is rich and very beautiful woman and his friend. When she invites him to her home for New Year's Eve, they start to build up a romance. "
"['Sean Faris', 'Danielle Savre', 'Mehcad Brooks']","['Thriller', 'Crime', 'Drama']",376004,Adulterers,"A man who returns home to find his wife cheating on him on their anniversary. He holds her and her naked and humiliated lover captive at gunpoint while he decides whether or not he's going to kill them. The story, inspired by true events, takes place over one day and is set in New Orleans during a stifling heat wave. "
"['Roy Abramsohn', 'Elena Schuber', 'Katelynn Rodriguez']","['Horror', 'Fantasy']",158752,Escape from Tomorrow,"In a world of fake castles and anthropomorphic rodents, an epic battle begins when an unemployed father's sanity is challenged by a chance encounter with two underage girls on holiday. "
"['Ellis Cashmore', 'Max Clifford', 'Richard Curtis']","['Documentary', 'Foreign']",40658,Starsuckers,"Starsuckers is the most controversial documentary of the year, and was released in British cinemas in November 2009 to critical acclaim. It's a darkly humourous and shocking exposé of the celebrity obsessed media, that uncovers the real reasons behind our addiction to fame and blows the lid on the corporations and individuals who profit from it. "
[],['Documentary'],296943,The Hadza:  Last of the First,"A look at human origins in the very place of our origins, Africa's Rift Valley "
"['Steven Strait', 'Karolina Wydra', 'Sandra Ellis Lafferty']","['Mystery', 'Thriller']",118612,After,"When two bus crash survivors awake to discover that they are the only people left in their small town, they must form an unlikely alliance in a race to unravel the truth behind their isolation. As strange events begin to unfold, they start to question whether the town they know so well is really what it seems. "
"['Matthew Ziff', 'Michael Biehn', 'Sarah Butler']",['Drama'],138976,Treachery,"Treachery centers on a man (Biehn) who is reunited with his estranged son at a remote wedding party. When a storm strands the party, ugly truths are revealed. "
"['Andrew J. West', 'Justin Kirk', 'Virginia Madsen']","['Drama', 'Comedy']",323967,Walter,A ticket-taker at the local cinema believes he is the son of God. He has agreed to decide the eternal fate of everyone he comes in to contact with. 
"['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton']","['Comedy', 'Music', 'Romance']",3080,Top Hat,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace. "
"['Michael C. Williams', 'Heather Donahue', 'Joshua Leonard']","['Horror', 'Mystery']",2667,The Blair Witch Project,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found. "
"['Joe Cocker', 'Richie Havens', 'Joan Baez']","['History', 'Documentary', 'Music']",9459,Woodstock,"An intimate look at the Woodstock Music & Art Festival held in Bethel, NY in 1969, from preparation through cleanup, with historic access to insiders, blistering concert footage, and portraits of the concertgoers; negative and positive aspects are shown, from drug use by performers to naked fans sliding in the mud, from the collapse of the fences by the unexpected hordes to the surreal arrival of National Guard helicopters with food and medical assistance for the impromptu city of 500,000. "
"['Evan C. Kim', 'Bong Soo Han', 'Marilyn Joi']",['Comedy'],11598,The Kentucky Fried Movie,"A series of loosely connected skits that spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, and the fear that somebody is watching you on the other side of the TV. "
"['Eric Roberts', 'David A.R. White', 'Cynthia Watros']","['Action', 'Adventure', 'Drama']",26916,Mercy Streets,"Estranged twin brothers - one a con man, the other an Episcopal deacon - accidentally switch places... and find God in the process. "
"['Erik Allen', 'Randy Baranczyk', 'Chris Carlson']","['Thriller', 'Mystery']",181940,Arnolds Park,"When strangers Frank Delano and his Uncle Bobby purchase the local amusement park of a ""peaceful"" resort town they stir up guilt and suspicion among the locals over a murder and suicide the town would rather forget. "
"['Todd Field', 'Jason London', 'Roxana Zal']",['Drama'],125263,Broken Vessels,"A young Pennsylvania man moves to Los Angeles to begin work for an ambulance service. There he is teamed with a supremely confident vet who seemingly has gone through a large number of partners. Initially the novice is awed by the more experienced man's capabilities to deal with the high pressure situations they encounter. However, gradually he discovers that all is not as it seems. While the vet is ice on the surface, he actually gets through the ordeals by heavy drug use and avoids commitments. Soon the younger man finds himself pulled into the same world and has to decide what direction he wants to take. "
"['Enrique Murciano', 'Nicholas Gonzalez', 'Clancy Brown']","['Crime', 'Drama']",263503,Water & Power,"Twin brothers nicknamed ""Water"" and ""Power"" from the hard scrabble Eastside streets of Los Angeles rise like prince's through the city's political and police ranks to become players in a complex and dangerous web of the powerful and corrupt of Los Angeles. "
"['Aliou Touré', 'Oumar Touré', 'Garba Touré']","['Music', 'Documentary']",324322,They Will Have to Kill Us First,"In 2012, jihadists took control of northern Mali. They imposed one of the strictest interpretations of sharia law in history. On August 12th they banned music - radio stations destroyed, instruments burned and musicians facing torture, even death. Overnight, Mali’s most revered members of society – the musicians – were forced into hiding or exile. This film follows Mali’s musicians as they fight to keep music alive in their country. We witness fierce battles between the army and the jihadists, capture life over borders at refugee camps where money and hope are scarce, follow perilous journeys home to war ravaged cities, and for one band, Songhoy Blues, their path to international stardom. "
[],[],331493,Light from the Darkroom,Light in the Darkroom is the story of two best friends whose faith is tested when their friends disappear during a religious pilgrimage. 
"['François Cluzet', 'Marianne Denicourt', 'Isabelle Sadoyan']","['Drama', 'Comedy']",375950,Médecin de campagne,"All the people in this countryside area, can count on Jean-Pierre, the doctor who auscultates them, heals and reassures them day and night, 7 days a week. Now Jean-Pierre is sick, so he sees Natalie, a young doctor, coming from the hospital to assist him. But will she adapt to this new life and be able to replace the man that believed to be irreplaceable? "
"['Paula Garcés', 'Annabella Sciorra', 'Bill Camp']",['Thriller'],278348,The Maid's Room,"Drina, a young immigrant working as a live-in maid for a wealthy Long Island family, finds herself entangled in the family's web of dark secrets once she begins to suspect her employer's son has committed a terrible crime. "
"['John Lennon', 'Paul McCartney', 'George Harrison']","['Comedy', 'Music']",704,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest. "
[],['Documentary'],70875,The Harvest (La Cosecha),The story of the children who work 12-14 hour days in the fields without the protection of child labor laws. These children are not toiling in the fields in some far away land. They are working in America. 
"['Jamie Lee Curtis', 'Bonnie Bartlett', 'Matt Clark']","['Drama', 'Thriller']",75986,Love Letters,"A story of love and obsession. A young radio personality who, after her mother dies, discovers she had been having a love affair for 15 years. Now she finds herself recreating her mother's romance by getting involved with a married man. "
"['Dario Nožić Serini', 'Jan Gerl Korenc', 'Špela Colja']","['Comedy', 'Drama']",385636,Julija in Alfa Romeo,"Tilen (18), an attractive high school student, swears to be faithful forever in the hope that his girlfriend will let him sleep with her. Suddenly, a sequence of tragic events turns his world upside down. He starts to believe he is under a spell which could put his life in jeopardy, which prevents him from having a relationship with Sara (18), his one true love. He finally succeeds to get his life back on the right track with the help of his best friend Zeljko, a mysterious fortune-teller, and the power of love. "
"['Kirk Cameron', 'Erin Bethea', 'Ken Bevel']",['Drama'],14438,Fireproof,"In Albany, the marriage of Caleb end Catherine Holt is in crisis and they decide to divorce. However, Caleb's father, John, proposes that his son delays their separation process for forty days and follow a procedure called ""The Love Dare"" to make them love each other again. "
"['Bhole Baba', 'Hatha Yogi Baba', 'Pant Shirt Baba']","['Documentary', 'Drama']",211086,Faith Connections,A filmmaker's insight into the biggest gathering on earth -the Kumbh Mela. 
"['Patsy Garrett', 'Allen Fiuzat', 'Cynthia Smith']","['Adventure', 'Family', 'Romance']",23069,Benji,A stray dog saves two kidnapped children. 
"['Blanchard Ryan', 'Daniel Travis', 'Saul Stein']","['Drama', 'Thriller']",83,Open Water,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them... "
"['Kathryn Burns', 'Lizzy Caplan', 'Michael Coleman']",['Comedy'],89857,High Road,"Directed by Matt Walsh, a co-founding member of world-renowned comedy troupe Upright Citizens Brigade, High Road showcases a totally improvised script about Glenn “Fitz” Fitzgerald (James Pumphrey), a young man whose loyalties are split among his band, his girlfriend Monica(Abby Elliottt) and selling drugs. After his band breaks up, Fitz finds himself dealing drugs out of his garage and bonding with 16-year-old neighborhood kid Jimmy (Dylan O’Brien). As his former band mates (Zach Woods, Matt L. Jones, Lizzy Caplan) begin finding success and one of his drug deals goes awry, Fitz hits the road with Jimmy. Amid car chases, guns, broken bones, sassy cabbies and a suspicious doctor (Horatio Sanz), Fitz has to navigate their way to safe harbor--and he doesn’t even know about the surprise Monica has in store for him back home! "
"['William Shatner', 'Tiffany Bolling', 'Woody Strode']","['Horror', 'Science Fiction']",30315,Kingdom of the Spiders,"Investigating the mysterious deaths of a number of farm animals, vet Rack Hansen discovers that his town lies in the path of hoards of migrating tarantulas. Before he can take action, the streets are overrun by killer spiders, trapping a small group of towns folk in a remote hotel. "
